Consumo_ID;Reserva_ID;Data_Consumo;Categoria_Consumo;Item_Descricao;Quantidade;Valor_Unitario
CNS-50954915;RSV-26849554;06-01-2025;Lavanderia;Passadoria Express;4;26,68
CNS-29720455;RSV-30013101;04/08/2024;Estacionamento;Diária de Estacionamento;2;49,15
CNS-03868591;RSV-71137762;23/11/2025;Room Service;Sanduíche Club;2;56,74
CNS-72559971;RSV-20489684;13.07.25;Room Service;Sanduíche Club;1;48,73
CNS-29288620;RSV-44241487;14/12/2024;Spa;Day Use Spa;2;161,60
CNS-72420926;RSV-20821033;23/01/2025;Passeio;Tour de Vinícolas;1;217,18
CNS-80440399;RSV-00671404;2025-12-21;ESTACIONAMENTO;Diária de Estacionamento;1;58,59
CNS-48434724;RSV-02930204;09.11.24;Spa;Circuito de Sauna;3;180,98
CNS-53962449;RSV-53063914;17/08/2025;Frigobar;Mix de Castanhas;1;18,80
CNS-83982189;RSV-73989584;23/12/2024; Passeio;Mergulho com Cilindro;1;R$ 382,62
CNS-84491937;RSV-46914329;22/12/2025; Estacionamento;Diária de Estacionamento;3;30,49
CNS-24612189;RSV-18926713;13/11/2025;Passeio;Mergulho com Cilindro;1;304,19
CNS-07003347;RSV-31884812;24/10/2024;Estacionamento;Valet;1;27,08
CNS-01353492;RSV-32003093;02/11/2024;Restaurante;Jantar Executivo;3;35,42
CNS-62974682;RSV-66636349;04/10/2025;room service;Omelete com Salada;1;57,49
CNS-24060338;RSV-49392826;07/04/2026;Frigobar;Suco Natural;1;6,14
CNS-99822399;RSV-68797385;19/07/2025;Room Service;Café da Manhã no Quarto;1;R$ 68,47
CNS-88422076;RSV-06610686;22-01-2025;Estacionamento;Diária de Estacionamento;2;40,94
CNS-40088356;RSV-98077474;15-12-2024;Passeio;Aula de Stand-Up Paddle;1;412,98
CNS-68032720;RSV-21506992;15/11/2025;Restaurante;Almoço Buffet;4;45,53
CNS-88794383;RSV-30608624;22/05/2026;Frigobar;Chocolate;1;6,41
CNS-10016969;RSV-16181944;09.12.24;Frigobar;Suco Natural;1;12,37
CNS-78338997;RSV-54107820;28/08/2025;Passeio;City Tour Historico;2;429,46
CNS-88061076;RSV-65492635;09/11/2024;Room Service;omelete com salada;2;76,07
CNS-07570593;RSV-80500768;30/09/2024;Restaurante;Sobremesa da Casa;4;77,94
CNS-07466808;RSV-29124913;05/04/2026;Estacionamento;Diária de Estacionamento;1;39,64
CNS-22675792;RSV-09780198;31/12/2025;Spa;Massagem Relaxante 50 min;1;367,11
CNS-35507856;RSV-56958165;2025-05-07;Frigobar;Refrigerante Lata;3;26,20
CNS-64464217;RSV-24543628;16.08.25;Room Service;Sanduíche Club;2;67,67
CNS-56940879;RSV-06065439;26/07/2025;Estacionamento;Diária de Estacionamento;1;35,15
CNS-27922070;RSV-80608313;28/03/2025;Restaurante;Risoto de Camarão;1;74,59
CNS-57954713;RSV-11339772;11.06.25;Estacionamento;Diária de Estacionamento;2;R$ 45,59
CNS-26094381;RSV-06374009;28.12.24;Spa;Day Use Spa;1;216,40
CNS-99505156;RSV-03102324;10/09/2024;FRIGOBAR;Chocolate;1;8,36
CNS-65705398;RSV-27462671;19-01-2025;Frigobar;Chocolate;1;20,70
CNS-41699506;RSV-13326859;21/03/2025;Passeio;Passeio de Buggy;1;153,47
CNS-68773775;RSV-39016175;09/03/2025;Frigobar;Suco Natural;1;10,26
CNS-94003401;RSV-72631082;22-02-2026;Room Service;Sanduíche Club;1;29,68
CNS-00643242;RSV-69887239;11/02/2026;Passeio;Tour de Vinícolas;2;142,79
CNS-83008416;RSV-97670881;2025-07-08;Room Service;Omelete com Salada;1;76,29
CNS-25801535;RSV-55385893;14/06/2026;Restaurante;Porção de Petiscos;1;131,39
CNS-91984776;RSV-43281340;08/04/2026;Room Service;Sanduíche Club;1;56,28
CNS-00494738;RSV-41926803;22/01/2025;Room Service;Omelete com Salada;2;88,01
CNS-17443568;RSV-59190790;27/01/2025;Passeio;Passeio de Teleférico;1;433,83
CNS-73838790;RSV-00943945;07/08/2024;Frigobar;Água Mineral 500 ml;2;25,51
CNS-93088630;RSV-81669965;10/04/2025;Passeio;Aula de Stand-Up Paddle;1;125,95
CNS-25311276;RSV-46679754;13/07/2025;Restaurante;Jantar Executivo;1;82,44
CNS-54886790;RSV-48000558;01-09-2025;Spa;Day Use Spa;1;120,74
CNS-41703988;RSV-37079092;26/04/2026;Passeio;Passeio de Buggy;2;114,20
CNS-88091041;RSV-68597382;2024-09-03;Lavanderia;Passadoria Express;3;24,03
CNS-46184465;RSV-67675133;27/10/2024;Room Service;Omelete com Salada;2;45,61
CNS-59144019;RSV-96537355;30/01/2026;Room Service;Tábua de Frios;1;38,41
CNS-79867026;RSV-08604498;2026-02-19;Lavanderia;Lavagem de Peça;2;36,37
CNS-48440707;RSV-68402696;20/01/2025;Room Service;Omelete com Salada;2;37,27
CNS-16440291;RSV-01245239;05/09/2024;Passeio;Noite de Fondue;1;369,32
CNS-00205120;RSV-58324414;03.06.26;Restaurante;Jantar Executivo;1;43,55
CNS-34632216;RSV-42218847;02/08/2024;Restaurante;Porção de Petiscos;1;95,70
CNS-00271004;RSV-30588376;22/10/2024;Frigobar;Chocolate;1;24,05
CNS-33844461;RSV-49554583;05/04/2026;Passeio;Passeio de Buggy;1;316,52
CNS-22852377;RSV-56313041;10/11/2025;Restaurante;Porção de Petiscos;1;66,59
CNS-08785105;RSV-28883832;19/06/2026;Lavanderia;Passadoria Express;1;16,03
CNS-67249082;RSV-73037562;16/07/2025;Estacionamento;Valet;2;43,02
CNS-13042259;RSV-83290481;06/06/2026;Frigobar;Cerveja Long Neck;1;20,77
CNS-56768651;RSV-79005311;15/06/2025;Spa;Day Use Spa;1;162,38
CNS-35595949;RSV-36264542;18/10/2024;Passeio;Mergulho com Cilindro;2;253,78
CNS-62243674;RSV-38044380;23/04/2025;Room Service;Café da Manhã no Quarto;3;76,22
CNS-44519198;RSV-68682161;19/08/2024;Passeio;Passeio de Buggy;1;454,47
CNS-80487674;RSV-16181944;12/12/2024;Passeio;Aula de Stand-Up Paddle;1;279,51
CNS-47236360;RSV-01749914;30/05/2026;Passeio;Trilha ao Mirante;2;322,70
CNS-95673439;RSV-96743916;23/08/2025;PASSEIO;Tour de Vinícolas;2;381,81
CNS-81767928;RSV-06660527;12/05/2026;Estacionamento;Valet;1;27,09
CNS-41009630;RSV-75407217;2025-12-05;Estacionamento;Valet;1;39,99
CNS-19510557;RSV-35853566;29/11/2024;Passeio;Passeio de Buggy;1;316,31
CNS-82546770;RSV-22106416;17/12/2024;Frigobar;Cerveja Long Neck;2;11,54
CNS-76718202;RSV-36688757;15/11/2025;Passeio;Passeio de Escuna;3;356,50
CNS-37799567;RSV-02483621;24/05/2026;Spa;Circuito de Sauna;1;380,80
CNS-22744067;RSV-54394172;05-04-2025;Spa;Circuito de Sauna;2;305,10
CNS-21330217;RSV-69583779;15/11/2024;Frigobar;Cerveja Long Neck;1;22,55
CNS-23648839;RSV-85590366;10/12/2025;ESTACIONAMENTO;Diária de Estacionamento;1;53,55
CNS-86559127;RSV-15120464;2026-01-17;Lavanderia;Lavagem de Peça;4;23,73
CNS-04376602;RSV-47390641;18.04.26;Passeio;Tour de Vinícolas;4;373,49
CNS-08677590;RSV-42774517;24/10/2024;Estacionamento;Diária de Estacionamento;1;29,36
CNS-77380606;RSV-60064129;12-10-2025;Lavanderia;Passadoria Express;3;19,88
CNS-06723552;RSV-56164634;2024-08-26;Lavanderia;Lavagem de Peça;1;38,25
CNS-65205971;RSV-28446092;20/04/2026;Restaurante;Almoço Buffet;1;33,10
CNS-16746179;RSV-50533866;2024-08-24;Estacionamento;Valet;1;38,27
CNS-76583735;RSV-00650276;28/06/2025;Spa;Tratamento Facial;3;314,62
CNS-65162984;RSV-66889849;2026-02-05;Frigobar;Água Mineral 500 ml;1;20,29
CNS-95747881;RSV-40799069;15/01/2026;Estacionamento;Valet;3;53,14
CNS-13609862;RSV-08400058;2026-03-10;Room Service;Café da Manhã no Quarto;3;62,35
CNS-15003195;RSV-18365817;02/07/2025;Spa;MASSAGEM RELAXANTE 50 MIN;1;213,54
CNS-26614746;RSV-03516159;14.09.24;Restaurante;RISOTO DE CAMARÃO;1;72,48
CNS-10302183;RSV-93771530;29.10.25;Room Service;Omelete com Salada;1;73,75
CNS-92544478;RSV-70809474;21/04/2026;Estacionamento;Valet;2;27,56
CNS-00595422;RSV-58866600;07/02/2025;Restaurante;Risoto de Camarão;1;111,67
CNS-19011698;RSV-21770932;15/06/2025;Spa;Massagem Relaxante 50 min;2;219,86
CNS-22971883;RSV-79720028;14/09/2025;Room Service;Omelete com Salada;2;63,19
CNS-34513449;RSV-88574110;08/05/2026;Restaurante;Jantar Executivo;1;118,13
CNS-45282303;RSV-85304760;29/03/2025;Estacionamento;Valet;4;51,52
CNS-60157424;RSV-24290756;05.03.26;Restaurante;Porção de Petiscos;1;59,98
CNS-04862612;RSV-12369056;20/10/2025;Room Service;Café da Manhã no Quarto;2;85,94
CNS-82186009;RSV-33734309;03/11/2025;Lavanderia;Lavagem de Peça;1;41,69
CNS-66782333;RSV-98270516;27/06/2026;Restaurante;Almoço Buffet;1;69,29
CNS-39438089;RSV-83548106;31/08/2024;Estacionamento;Valet;1;45,44
CNS-65933671;RSV-15032720;04-02-2025;Spa;Tratamento Facial;1;372,99
CNS-81333686;RSV-24693888;06/12/2024;Restaurante;Jantar Executivo;1;120,06
CNS-28575303;RSV-20836959;07/09/2024;Frigobar;Suco Natural;1;10,62
CNS-87039366;RSV-49252809;11/01/2025;Passeio;Passeio de Buggy;1;390,28
CNS-84487703;RSV-85498622;06/09/2025;Frigobar;Refrigerante Lata;4;23,95
CNS-92872877;RSV-22372286;24/01/2025;Room Service;Omelete com Salada;1;29,75
CNS-50686596;RSV-96697277;05/04/2026;Frigobar;Refrigerante Lata;1;18,07
CNS-97651693;RSV-22219604;11/08/2025;Spa;Massagem Relaxante 50 min;1;259,53
CNS-52660539;RSV-33863388;17.07.25;Room Service;Tábua  de Frios;3;50,90
CNS-66387684;RSV-42652058;23/07/2024;Estacionamento;Valet;1;52,34
CNS-62134142;RSV-68160512;31/01/2025;Passeio;Passeio de Escuna;2;233,26
CNS-56805518;RSV-66697811;30/05/2025;Frigobar;Mix de Castanhas;1;20,53
CNS-40531030;RSV-33189263;15/03/2026;PASSEIO;Aula de Stand-Up Paddle;1;R$ 427,27
CNS-07079949;RSV-89834136;06/09/2025;Room Service;Omelete com Salada;1;26,87
CNS-40169681;RSV-04673358;16/02/2026;Estacionamento;Valet;1;57,61
CNS-96347804;RSV-26328681;09/06/2026;Restaurante;Almoço Buffet;1;136,52
CNS-01961067;RSV-07831728;13/07/2025;Lavanderia;Lavagem de Peça;1;26,65
CNS-41430784;RSV-45405890;27/10/2024;Estacionamento;Diária de Estacionamento;1;33,65
CNS-71296569;RSV-57982771;07/06/2025;Frigobar;Suco Natural;4;10,58
CNS-87836801;RSV-65797889;05.04.25;Lavanderia;Lavagem a Seco;1;23,42
CNS-85363764;RSV-94070742;19/02/2026;Frigobar;Refrigerante Lata;1;19,82
CNS-48256708;RSV-38667815;15.06.26;Lavanderia;Passadoria Express;3;44,82
CNS-00177004;RSV-30507808;05/01/2026;Restaurante;Sobremesa da Casa;2;89,29
CNS-72060665;RSV-74338101;26/05/2025;Room Service;Tábua de Frios;1;64,88
CNS-00968213;RSV-67149664;2025-07-13;Room Service;Sanduíche Club;2;86,23
CNS-04221889;RSV-04314051;22/11/2024;Passeio;Noite de Fondue;3;259,84
CNS-93882936;RSV-00754309;29.06.26;Frigobar;Água Mineral 500 ml;4;17,88
CNS-82090357;RSV-39424863;24/03/2026;Frigobar;Refrigerante Lata;1;16,85
CNS-73475366;RSV-25062274;26/04/2025;Frigobar;Cerveja Long Neck;1;25,56
CNS-55345313;RSV-60289412;11/01/2025;Frigobar;Suco Natural;2;18,08
CNS-81880218;RSV-38988394;21/07/2025;Restaurante;Risoto de Camarão;1;80,74
CNS-13412768;RSV-42427174;17/08/2024;Room Service;Sanduíche Club;1;36,84
CNS-45462660;RSV-72841382;26/04/2025;Room Service;Tábua de Frios;1;69,76
CNS-86936746;RSV-32125452;28/11/2025;Estacionamento;Diária de Estacionamento;1;26,10
CNS-82293243;RSV-10597919;17/08/2024;Passeio;Passeio de Escuna;1;349,60
CNS-17869566;RSV-89721357;25/07/2025;Estacionamento;Diária de Estacionamento;2;57,53
CNS-33829429;RSV-10779790;24/04/2026;Passeio;Mergulho com Cilindro;1;281,19
CNS-86917882;RSV-24479593;22/07/2025;Frigobar;Cerveja Long Neck;1;16,53
CNS-58690392;RSV-02682587;30/08/2024;Estacionamento;Diária de Estacionamento;4;30,72
CNS-12184688;RSV-80608313;31/03/2025;Frigobar;Cerveja Long Neck;2;16,61
CNS-56630330;RSV-80021449;2025-06-15;RESTAURANTE;Sobremesa da Casa;1;130,19
CNS-50996725;RSV-49526846;08/07/2025;Estacionamento;Diária de Estacionamento;3;34,32
CNS-84035473;RSV-73131852;21/04/2025;estacionamento;Valet;3;50,79
CNS-08587151;RSV-24107039;06/07/2024;Restaurante;Jantar Executivo;2;45,70
CNS-98577002;RSV-68955990;13/09/2024;Spa;Massagem Relaxante 50 min;2;R$ 343,01
CNS-73279207;RSV-44657182;24/09/2025;Frigobar;Mix de Castanhas;1;26,38
CNS-34404735;RSV-76467527;13/09/2024;Restaurante;Jantar Executivo;4;65,24
CNS-42882793;RSV-83281424;12/04/2026;Restaurante;Taça de Vinho Tinto;2;42,85
CNS-94944855;RSV-21652864;27/02/2025;Frigobar;Cerveja Long Neck;1;20,70
CNS-71894980;RSV-73865696;25/03/2025;Estacionamento;Diária de Estacionamento;1;30,39
CNS-34333790;RSV-10212004;17/10/2025;Spa;Tratamento Facial;1;362,14
CNS-25315799;RSV-28327580;04-02-2025;Lavanderia;Lavagem de Peça;4;35,98
CNS-75209929;RSV-03798734;07/02/2026;Restaurante;Sobremesa da Casa;1;32,49
CNS-90107345;RSV-55598174;14/02/2026;Estacionamento;Diária de Estacionamento;1;31,85
CNS-98302405;RSV-60602699;2025-04-05;Restaurante;Risoto de Camarão;3;100,78
CNS-22338573;RSV-07026411;15/08/2025;Estacionamento;Diária de Estacionamento;1;47,51
CNS-39193962;RSV-08458112;2025-05-25;Restaurante;Almoço Buffet;1;105,84
CNS-81936707;RSV-08688603;25/01/2025;Spa;Tratamento Facial;1;247,23
CNS-51723923;RSV-03975922;24-12-2025;Spa;Tratamento Facial;2;159,30
CNS-97088201;RSV-98806850;03/12/2024;Restaurante;Pizza Margherita;4;65,76
CNS-29655874;RSV-21757810;28/03/2025;Restaurante;Taça de Vinho Tinto;1;43,31
CNS-33968798;RSV-94934518;2025-11-15;Passeio;Passeio de Escuna;1;193,91
CNS-24339170;RSV-70490715;2025-03-28;Room Service;Café da Manhã no Quarto;1;82,14
CNS-77639082;RSV-75336209;27/06/2025;Restaurante;Risoto de Camarão;1;95,03
CNS-82928580;RSV-42885446;06/09/2025;Restaurante;Porção de Petiscos;1;84,73
CNS-28462444;RSV-54190194;29/12/2024;Room Service;Omelete com Salada;1;62,91
CNS-90687491;RSV-48941789;15/06/2026;Lavanderia;Lavagem de Peça;1;19,17
CNS-94316804;RSV-54839682;15/12/2025;Room Service;Sanduíche Club;1;78,02
CNS-30503444;RSV-56366186;26-10-2024;Frigobar;Chocolate;1;18,67
CNS-89057701;RSV-31333136;27/06/2025;Frigobar;Suco Natural;1;19,52
CNS-19270957;RSV-89838731;2025-03-09;Frigobar;Chocolate;4;22,82
CNS-30378841;RSV-82043700;2025-06-09;Frigobar;Chocolate;1;8,12
CNS-32787496;RSV-60324532;23/12/2025;Spa;Day Use Spa;1;308,36
CNS-95867491;RSV-67009016;04/11/2025;Spa;Massagem Relaxante 50 min;4;371,09
CNS-80629982;RSV-58647377;2026-02-05;Frigobar;Cerveja Long Neck;2;16,68
CNS-29394617;RSV-45991475;12.06.26;Lavanderia;Passadoria Express;4;38,75
CNS-50760428;RSV-97074372;24/02/2025;Frigobar;Refrigerante Lata;3;6,25
CNS-56540730;RSV-71967845;05/06/2026;Passeio;Mergulho com Cilindro;4;435,61
CNS-05396782;RSV-27640857;2025-04-27;Restaurante  ;Jantar Executivo;2;125,92
CNS-93600007;RSV-97930775;29/08/2025;Frigobar;Chocolate;1;15,42
CNS-64331491;RSV-89380522;13/03/2025;Lavanderia;Lavagem a Seco;3;12,35
CNS-94715340;RSV-85476597;17/01/2025;Restaurante;Risoto de Camarão;1;89,08
CNS-17422336;RSV-84945721;24/04/2025;Frigobar;Água Mineral 500 ml;3;18,18
CNS-03873737;RSV-14078594;03/11/2024;ROOM SERVICE;Sanduíche Club;2;40,75
CNS-75014871;RSV-06075349;08/01/2026;Passeio;Passeio de Teleférico;1;179,82
CNS-20846468;RSV-23321331;01.05.26;Restaurante;Almoço Buffet;1;98,46
CNS-76427552;RSV-32044571;15/11/2025;Frigobar;Suco Natural;1;8,57
CNS-68330025;RSV-97725710;16-10-2025;Frigobar;Cerveja Long Neck;1;11,98
CNS-93222130;RSV-18766677;16.07.25;Spa;Circuito de Sauna;1;375,23
CNS-15036595;RSV-32248628;15.06.25;Passeio;Tour de Vinícolas;1;386,56
CNS-39313311;RSV-93847477;2026-06-06;Spa;Circuito de Sauna;1;322,68
CNS-51744376;RSV-91743116;2025-05-16;Estacionamento;Valet;2;35,54
CNS-09363453;RSV-61043804;03.05.25;Frigobar;Água Mineral 500 ml;4;16,74
CNS-53112267;RSV-44013166;19/01/2025;Room Service;Tábua de Frios;2;30,37
CNS-81465256;RSV-74758813;2024-09-15;Restaurante;Jantar Executivo;1;97,60
CNS-14756037;RSV-56499965;2025-06-08;Estacionamento;Valet;1;35,53
CNS-38280472;RSV-01492318;27/02/2025;Estacionamento;Valet;1;32,19
CNS-98885123;RSV-95909696;05/08/2024;Spa;Circuito de Sauna;1;171,72
CNS-19434426;RSV-41891809;22/02/2025;Passeio;Passeio de Buggy;1;109,57
CNS-82128307;RSV-04234238;16/05/2026;Estacionamento;Valet;1;R$ 57,41
CNS-46931882;RSV-03516326;19/07/2025;Passeio;Mergulho com Cilindro;1;171,88
CNS-00820877;RSV-74398981;24-12-2024;Restaurante;Pizza Margherita;3;77,15
CNS-44057818;RSV-19661864;25/05/2026;Restaurante;Sobremesa da Casa;1;128,51
CNS-18131070;RSV-37146072;04/10/2025;Frigobar;Suco Natural;1;21,40
CNS-48449325;RSV-21038124;02/01/2025;Restaurante;Jantar Executivo;1;88,24
CNS-53799253;RSV-25500865;06/10/2024;Frigobar;Mix de Castanhas;1;14,32
CNS-45909495;RSV-49714487;20-03-2025;Passeio;Trilha ao Mirante;1;357,48
CNS-29686369;RSV-84403162;21/10/2025;Restaurante;Taça de Vinho Tinto;2;131,45
CNS-55311029;RSV-66517007;27-09-2025;Frigobar;Água Mineral 500 ml;1;16,31
CNS-73904086;RSV-18072949;23-12-2024;Restaurante;Pizza Margherita;4;R$ 89,17
CNS-53295697;RSV-60766633;18/05/2025;Estacionamento;Diária  de Estacionamento;3;33,70
CNS-78405066;RSV-44291470;12/09/2025;Lavanderia;Lavagem de Peça;1;42,46
CNS-64151812;RSV-81943754;10/10/2025;Passeio;Tour de Vinícolas;1;103,87
CNS-41710460;RSV-93770276;04/09/2025;Passeio;Mergulho com Cilindro;1;464,96
CNS-85452873;RSV-90021194;25-06-2025;Frigobar;Suco Natural;2;19,16
CNS-19417153;RSV-61190109;09/11/2025;Estacionamento;Valet;3;50,12
CNS-08318603;RSV-76483499;10/07/2024;Frigobar;Cerveja Long Neck;4;24,11
CNS-97948166;RSV-46837801;16/05/2025;Lavanderia;Lavagem de Peça;3;31,84
CNS-24085296;RSV-62521455;05/10/2024;Spa;Massagem Relaxante 50 min;1;271,76
CNS-12541789;RSV-49542242;29.12.24;Room Service;Sanduíche Club;1;89,31
CNS-70251797;RSV-01502241;17/05/2026;Restaurante;Risoto de Camarão;1;82,54
CNS-63124903;RSV-71054472;21/06/2026;Room Service;Café da Manhã no Quarto;4;42,81
CNS-86489179;RSV-35450130;2025-02-23;Spa;Circuito de Sauna;2;338,05
CNS-87475982;RSV-15546310;05.03.25;Estacionamento;Diária de Estacionamento;1;52,48
CNS-32155899;RSV-31021610;05/07/2025;Restaurante;Taça de Vinho Tinto;1;93,92
CNS-11279023;RSV-99342765;19/07/2025;Lavanderia;Passadoria Express;2;33,43
CNS-62778345;RSV-46865396;09/09/2024;Restaurante;Porção de Petiscos;1;56,51
CNS-33758745;RSV-19536118;14.08.24;Restaurante;Jantar Executivo;1;102,99
CNS-93190993;RSV-68962098;21/06/2025;Spa;Tratamento Facial;1;166,68
CNS-78028038;RSV-93499219;04-04-2026;Spa;Massagem Relaxante 50 min;2;209,86
CNS-77068901;RSV-57882310;20/08/2025;Estacionamento;Diária de Estacionamento;1;28,66
CNS-38773526;RSV-51542825;05/01/2025;Passeio;Passeio de Escuna;3;428,27
CNS-86682510;RSV-44773392;11/06/2026;Restaurante;Sobremesa da Casa;4;107,65
CNS-45392536;RSV-15490580;28.09.24;Restaurante;Jantar Executivo;2;91,58
CNS-27510323;RSV-68390916;21/03/2026;Restaurante;Pizza Margherita;4;139,15
CNS-48429708;RSV-57111992;16/06/2025;Room Service;Sanduíche Club;4;79,13
CNS-57516213;RSV-12552223;24/11/2025;Estacionamento;Valet;1;25,09
CNS-62369255;RSV-91791629;29/05/2025;Restaurante;Porção de Petiscos;1;105,59
CNS-23250021;RSV-65182331;02.01.26;Estacionamento;Valet;1;34,39
CNS-17144066;RSV-33465759;11/09/2025;Spa;Day Use Spa;1;328,83
CNS-78306278;RSV-25959406;15/09/2025;Restaurante;Taça de Vinho Tinto;3;32,32
CNS-72934224;RSV-66892378;26/04/2025;Estacionamento;Valet;1;30,42
CNS-03591199;RSV-15973813;14/10/2025;Frigobar;Suco Natural;1;25,60
CNS-22540518;RSV-60447935;26/07/2024;Passeio;Mergulho com Cilindro;1;183,56
CNS-76299999;RSV-57519006;28/02/2025;Room Service;Sanduíche Club;2;R$ 78,66
CNS-34908875;RSV-02050486;01/01/2025;Passeio;Ingresso de Museu;2;230,75
CNS-78347240;RSV-06279785;07/09/2025;Lavanderia  ;Lavagem a Seco;3;R$ 14,40
CNS-74003701;RSV-72311527;02.02.26;Room Service;Café da Manhã no Quarto;1;71,37
CNS-32568134;RSV-12974565;01/12/2025;Frigobar;Chocolate;2;24,64
CNS-71994774;RSV-68515799;26/10/2025;Passeio;Mergulho com Cilindro;1;132,33
CNS-70161404;RSV-87093830;21-11-2025;Frigobar;Água Mineral 500 ml;1;9,00
CNS-11320045;RSV-10922627;27/04/2025;Restaurante;Almoço Buffet;2;37,46
CNS-02191625;RSV-62917306;2024-11-15;Estacionamento;Diária de Estacionamento;1;38,79
CNS-12167340;RSV-40843457;15/07/2025;Room Service;Sanduíche Club;3;66,30
CNS-78012053;RSV-56192499;20-05-2025;Lavanderia;Passadoria Express;1;29,24
CNS-14807473;RSV-75598352;06/07/2025;Restaurante;Pizza Margherita;1;46,69
CNS-25751039;RSV-45109210;02/10/2025;Passeio;Aula de Stand-Up Paddle;2;337,62
CNS-07343458;RSV-33636188;2026-06-01;Restaurante;Taça de Vinho Tinto;1;97,62
CNS-45481135;RSV-18700774;28/10/2024;Frigobar;Mix de Castanhas;1;9,87
CNS-08642184;RSV-47491381;17/09/2024;Frigobar;Mix de Castanhas;2;20,74
CNS-62201028;RSV-80692240;14/12/2025;Restaurante;Almoço Buffet;1;89,96
CNS-21967265;RSV-61263252;14.05.25;Frigobar;Suco Natural;1;21,30
CNS-55902259;RSV-29082969;2025-11-21;Restaurante;Jantar Executivo;4;71,04
CNS-29489338;RSV-68281747;03.03.26;Room Service;Tábua de Frios;2;38,08
CNS-01387593;RSV-02716221;18/10/2025;Passeio;Mergulho com Cilindro;1;177,14
CNS-45259735;RSV-86724559;30/01/2026;Restaurante;Jantar Executivo;3;81,96
CNS-54293835;RSV-96537355;29/01/2026;Restaurante;Risoto de Camarão;1;75,01
CNS-27245103;RSV-53489670;16/01/2026;Restaurante;Pizza Margherita;1;43,85
CNS-72131353;RSV-43214624;16/10/2024;Room Service;Tábua de Frios;1;39,42
CNS-52773215;RSV-96058622;28/02/2026;Room Service;Tábua de Frios;1;65,90
CNS-68368437;RSV-35035227;15/06/2026;Passeio;Mergulho com Cilindro;1;401,81
CNS-66048103;RSV-55543970;30/01/2025;Room Service;Omelete com Salada;1;68,42
CNS-77637335;RSV-81169993;2026-03-28;Spa;DAY USE SPA;1;161,87
CNS-24310520;RSV-98852766;18/01/2025;Room Service;Omelete com Salada;2;34,89
CNS-13886770;RSV-66225333;26/06/2025;Restaurante;Sobremesa da Casa;1;79,66
CNS-99130298;RSV-26555608;04/10/2025;Restaurante;Almoço Buffet;1;118,65
CNS-07750415;RSV-51665495;27/04/2026;Room Service;Tábua de Frios;4;83,88
CNS-82263899;RSV-67257186;09/12/2025;Restaurante;Pizza Margherita;1;34,48
CNS-15519290;RSV-16038548;08/07/2024;Passeio;Noite de Fondue;1;132,12
CNS-71221169;RSV-68751204;18/02/2025;Passeio;Passeio de Escuna;2;277,24
CNS-26354884;RSV-94623354;23/10/2025;Room Service;Café da Manhã no Quarto;1;24,63
CNS-17078584;RSV-26356155;2025-01-06;Restaurante;Jantar Executivo;1;78,37
CNS-17875979;RSV-74573003;2025-05-23;Restaurante;Jantar Executivo;1;55,96
CNS-20398347;RSV-50787410;09/07/2024;Passeio;Passeio de Escuna;1;464,37
CNS-02592087;RSV-48758904;18-12-2025;Spa;Day Use Spa;1;312,07
CNS-84846856;RSV-72651463;29/06/2025;Restaurante;Sobremesa  da Casa;4;121,45
CNS-25098408;RSV-17928423;2024-10-21;Frigobar;Refrigerante Lata;1;6,31
CNS-98973626;RSV-19475171;01/10/2025;Frigobar;Chocolate;1;17,94
CNS-73168174;RSV-73471115;2024-12-01;Passeio;Ingresso de Museu;1;432,17
CNS-98267004;RSV-06055372;28/06/2025;Restaurante;Jantar Executivo;4;83,55
CNS-11813726;RSV-51255146;2026-03-09;Passeio;City Tour Histórico;1;118,51
CNS-91772223;RSV-09000629;03/05/2025;Frigobar;Mix de Castanhas;1;8,26
CNS-54492951;RSV-10435991;21/03/2026;Room Service;Omelete com Salada;1;60,36
CNS-16944686;RSV-23632389;31-07-2025;Passeio;Mergulho com Cilindro;2;397,21
CNS-40472059;RSV-84674094;05/04/2026;Spa;Circuito de Sauna;2;184,88
CNS-82758472;RSV-95069703;02/08/2024;Restaurante;Risoto de Camarão;1;40,71
CNS-67724268;RSV-60474523;19-12-2025;Room Service;OMELETE COM SALADA;1;76,18
CNS-05066783;RSV-25819073;16-02-2025;Restaurante;Almoço Buffet;1;100,98
CNS-44930913;RSV-07864737;16/08/2024;Frigobar;Chocolate;1;25,66
CNS-40485737;RSV-18078863;07/06/2025;Spa;Massagem Relaxante 50 min;2;302,09
CNS-99455046;RSV-06846112;18.10.25;Room Service;Omelete com Salada;2;66,41
CNS-44453355;RSV-54651655;17/07/2024;Restaurante;Sobremesa da Casa;2;91,82
CNS-81938100;RSV-69065043;18/12/2025;Lavanderia;Lavagem a Seco;4;29,26
CNS-02001967;RSV-71305632;28/02/2025;Lavanderia;Lavagem a Seco;3;12,52
CNS-62922783;RSV-98329552;26/10/2025;Estacionamento;Valet;1;41,95
CNS-36754938;RSV-34169365;2024-10-12;FRIGOBAR;Refrigerante Lata;1;15,02
CNS-00923602;RSV-54167498;05/10/2024;Frigobar;Cerveja Long Neck;3;9,08
CNS-57205181;RSV-55999789;02/09/2024;Estacionamento;Diária de Estacionamento;1;29,09
CNS-09583128;RSV-80513081;21/09/2025;Passeio;Aula de Stand-Up Paddle;4;257,03
