Chamado_ID;Quarto_ID;Funcionario_ID;Tipo_Chamado;Prioridade;Data_Abertura;Data_Fechamento;Avaliacao_Atendimento
CHM-0715303;QRT-11826;FUN-08849;Elétrica;P3;23/07/2024 18:57;2024-07-25;1
CHM-1467981;QRT-75780;FUN-50800;TV / Controle;Média;19/07/2025 18:59;19/07/2025 21:24;5
CHM-2649493;QRT-25571;FUN-49013;Ar-condicionado;Baixa;09/09/2025 20:33;10-09-2025;5
CHM-3781175;QRT-75780;FUN-29826;TV / Controle;Alta;22/07/2025 13:37;22/07/2025 17:24;3
CHM-4336339;QRT-54953;FUN-39946;Ar-condicionado;Baixa;2025-11-01;2025-11-01;5
CHM-7322793;QRT-53914;FUN-73856;Ar-condicionado;Alta;25-10-2024;25/10/2024 18:10;4
CHM-5789122;QRT-11826;FUN-25313;TV / Controle;Alta;13/10/2024 12:49;13/10/2024 16:53;3
CHM-7089642;QRT-57190;FUN-12576;Frigobar com Defeito;Alta;08/11/2025 12:09;08/11/2025 13:09;4
CHM-4981020;QRT-00452;FUN-64755;Ar-condicionado;Média;21.08.24;21/08/2024 14:23;4
CHM-0883614;QRT-31095;FUN-36473;Ar-condicionado;Baixa;29/01/2025 14:48;01/02/2025 02:37;2
CHM-4530870;QRT-37672;FUN-57664;Hidráulica;Média;18/07/2024 23:02;19-07-2024;3
CHM-8434405;QRT-65055;FUN-73856;Hidráulica;Média;08/08/2025 09:29;08-08-2025;5
CHM-4307212;QRT-88284;FUN-16922;Ar-condicionado;MÉDIA;2024-12-02;02.12.24;5
CHM-3482392;QRT-85329;FUN-09102;Wi-Fi;Média;2025-04-28;28.04.25;5
CHM-1885832;QRT-85188;FUN-50800;Fechadura Eletrônica;Alta;18-08-2024;18.08.24;5
CHM-9375788;QRT-50393;FUN-12040;Frigobar com Defeito;Media;04/04/2025 10:47;05/04/2025 05:00;1
CHM-9201043;QRT-18824;FUN-08849;Wi-Fi;Alta;28/01/2025 16:38;28/01/2025 17:23;5
CHM-9553946;QRT-73974;FUN-89330;Ar-condicionado;Baixa;06-08-2025;07/08/2025 15:51;5
CHM-2594872;QRT-81045;FUN-64755;Limpeza Extra;Baixa;22/12/2025 07:48;2025-12-23;1
CHM-6856136;QRT-72363;FUN-49170;TV / Controle;Média;12/01/2025 12:43;12/01/2025 17:07;4
CHM-0159416;QRT-57763;FUN-86199;Wi-Fi;Média;29.09.25;29/09/2025 15:23;5
CHM-3136011;QRT-76736;FUN-78820;TV / Controle;Média;2025-10-09;09.10.25;5
CHM-8223036;QRT-59474;FUN-76103;hidráulica;P1;17.06.25;17/06/2025 22:11;4
CHM-1761707;QRT-85739;FUN-08486;Fechadura Eletrônica;Média;20/10/2025 09:40;20/10/2025 12:21;4
CHM-2389689;QRT-87654;FUN-71493;Ar-condicionado;Média;21/08/2024 10:49;21.08.24;4
CHM-3716633;QRT-56980;FUN-64755;Hidráulica;Média;30/05/2026 10:23;2026-05-30;4
CHM-9525550;QRT-55192;FUN-45111;Limpeza Extra;Média;14/10/2025 09:32;14/10/2025 16:07;4
CHM-0513972;QRT-41316;FUN-89330;Wi-Fi;Baixa;27/04/2026 09:55;27/04/2026 17:32;4
CHM-2828578;QRT-96428;FUN-37715;Elétrica;Baixa;01/04/2026 14:19;01/04/2026 21:48;4
CHM-2015667;QRT-86959;FUN-01568;Wi-Fi;Média;08/11/2025 11:22;08/11/2025 14:35;5
CHM-1789824;QRT-66170;FUN-28577;Hidráulica;Baixa;16.03.26;16/03/2026 15:34;3
CHM-3603956;QRT-24118;FUN-87234;Wi-Fi;Alta;12/11/2025 16:26;12/11/2025 17:11;5
CHM-2915001;QRT-76454;FUN-23286;Elétrica;Alta;29.09.25;2025-09-29;4
CHM-4490113;QRT-26280;FUN-64706;TV / Controle;Baixa;30/10/2025 06:28;31/10/2025 05:24;3
CHM-4893232;QRT-37220;FUN-49013;Wi-Fi  ;Alta;12/12/2024 21:51;12/12/2024 22:45;4
CHM-0839187;QRT-43330;FUN-50800;Fechadura Eletrônica;Baixa;28.12.25;28/12/2025 18:50;5
CHM-0061001;QRT-58898;FUN-04670;Ar-condicionado;Alta;06/01/2025 08:11;06/01/2025 09:16;5
CHM-8304030;QRT-26354;FUN-82886;Wi-Fi;Alta;10-06-2025;10/06/2025 21:08;4
CHM-9746940;QRT-93908;FUN-48683;Limpeza Extra;ALTA;17/02/2025 23:59;18.02.25;5
CHM-2226057;QRT-66170;FUN-92311;Wi-Fi;Alta;21/12/2025 07:59;21.12.25;1
CHM-2071045;QRT-15355;FUN-05739;Ar-condicionado;Média;19/06/2026 07:25;19/06/2026 09:21;4
CHM-9652859;QRT-41748;FUN-92311;Ar-condicionado;Média;10.02.25;10-02-2025;5
CHM-0217188;QRT-68692;FUN-64755;Ar-condicionado;Alta;17-12-2024;17/12/2024 10:27;5
CHM-1278046;QRT-41356;FUN-18700;Fechadura Eletrônica;Média;04.12.24;04/12/2024 14:55;2
CHM-5161535;QRT-33730;FUN-48683;Elétrica;Alta;08/11/2025 15:48;08/11/2025 16:16;4
CHM-4726588;QRT-63998;FUN-43763;TV / Controle;Baixa;18/01/2026 14:41;19.01.26;5
CHM-1436593;QRT-33730;FUN-69727;Ar-condicionado;Média;02/09/2024 17:39;02/09/2024 23:09;4
CHM-6924715;QRT-89443;FUN-05739;Ar-condicionado;Baixa;18/09/2025 21:55;19/09/2025 04:17;4
CHM-5622515;QRT-99673;FUN-64047;Wi-Fi;Alta;27.11.25;27/11/2025 13:27;5
CHM-2648728;QRT-58808;FUN-04670;Ar-condicionado;Média;12/03/2025 14:48;2025-03-12;4
CHM-6994881;QRT-03930;FUN-08109;Limpeza Extra;Média;05.01.26;05/01/2026 21:16;5
CHM-4593139;QRT-75121;FUN-34873;Ar-condicionado;Baixa;26/03/2026 16:38;2026-03-27;4
CHM-6193412;QRT-76281;FUN-71181;Ar-condicionado;Média;11/02/2026 20:24;12/02/2026 01:42;3
CHM-8403373;QRT-75289;FUN-96106;Wi-Fi;Alta;31/01/2026 10:17;31/01/2026 10:55;4
CHM-0936264;QRT-85329;FUN-82886;TV / Controle;Média;06-08-2025;2025-08-06;5
CHM-5572449;QRT-53040;FUN-36473;Ar-condicionado;Alta;19/07/2024 16:49;19/07/2024 18:00;5
CHM-8380709;QRT-99264;FUN-76103;Limpeza Extra;Baixa;04.06.26;05/06/2026 05:57;3
CHM-0657303;QRT-03500;FUN-64047;Elétrica;Alta;04.01.25;04/01/2025 14:20;4
CHM-4765339;QRT-17482;FUN-22607;Frigobar com Defeito;P2;23/12/2024 16:40;23/12/2024 20:06;4
CHM-1862189;QRT-01798;FUN-48683;Fechadura Eletrônica;Média;15/06/2025 14:59;15/06/2025 19:44;5
CHM-9490311;QRT-38783;FUN-48683;Hidráulica;Média;06/07/2025 22:27;06/07/2025 23:59;5
CHM-1059514;QRT-75123;FUN-48683;Elétrica;Baixa;04/05/2026 10:08;04/05/2026 21:33;3
CHM-6945072;QRT-67310;FUN-15784;Limpeza Extra;Alta;19/10/2025 06:24;19-10-2025;5
CHM-3143900;QRT-54953;FUN-74014;Wi-Fi;Média;10/10/2024 13:08;10/10/2024 17:54;5
CHM-0849800;QRT-57190;FUN-71181;Hidráulica;Baixa;25/11/2024 21:14;26/11/2024 07:54;4
CHM-6796731;QRT-66092;FUN-94946;Hidráulica;Baixa;04/04/2026 22:11;05/04/2026 15:24;3
CHM-2626515;QRT-61287;FUN-08109;Ar-condicionado;Média;2024-08-26;26/08/2024 11:35;5
CHM-8929584;QRT-21077;FUN-19473;Hidráulica;Média;09/09/2025 21:27;09/09/2025 23:37;5
CHM-3232896;QRT-23155;FUN-49170;Elétrica;Média;18/12/2024 06:06;18/12/2024 12:14;5
CHM-0704170;QRT-85702;FUN-83865;Hidráulica;Média;17/08/2024 08:04;17/08/2024 11:06;5
CHM-7873292;QRT-74465;FUN-08486;Limpeza Extra;Média;05/04/2025 06:53;05/04/2025 20:21;2
CHM-2687613;QRT-70536;FUN-64047;Ar-condicionado;Média;24/11/2025 07:03;24/11/2025 14:20;5
CHM-9171894;QRT-94991;FUN-74014;TV / Controle;P3;18/06/2026 16:38;2026-06-19;5
CHM-1899085;QRT-01562;FUN-73856;Ar-condicionado;Média;17/08/2024 19:23;17/08/2024 20:31;5
CHM-8687087;QRT-23801;FUN-90839;Ar-condicionado;Alta;12/10/2025 11:23;2025-10-12;3
CHM-7224593;QRT-72908;FUN-10947;TV / Controle;Média;01/07/2024 21:40;02/07/2024 00:19;5
CHM-6091377;QRT-39888;FUN-83865;Limpeza Extra;alta;2024-09-12;13/09/2024 00:08;5
CHM-0607859;QRT-42714;FUN-48159;Limpeza Extra;Alta;04/04/2026 09:37;04/04/2026 10:02;3
CHM-3822245;QRT-71194;FUN-50800;Ar-condicionado;Média;15/06/2026 15:08;15/06/2026 23:41;2
CHM-8766488;QRT-24810;FUN-52793;Ar-condicionado;Alta;09.02.25;09/02/2025 07:40;5
CHM-0204395;QRT-04414;FUN-71181;Ar-condicionado;Média;10.05.26;11.05.26;5
CHM-7024688;QRT-55192;FUN-45111;TV / Controle;Alta;16/09/2025 17:03;16/09/2025 19:13;1
CHM-8951765;QRT-74766;FUN-09102;Ar-condicionado;Alta;07/02/2026 23:19;2026-02-08;3
CHM-8660166;QRT-02862;FUN-94946;Wi-Fi;Média;10/01/2025 08:12;10/01/2025 11:17;4
CHM-5652162;QRT-23438;FUN-08234;Wi-Fi;Alta;29/03/2025 16:56;29/03/2025 17:47;3
CHM-2431274;QRT-70123;FUN-87234;Ar-condicionado;Média;04/10/2024 09:32;04/10/2024 12:37;4
CHM-7986361;QRT-16851;FUN-78820;Limpeza Extra;Baixa;24/06/2026 06:43;25-06-2026;2
CHM-8447134;QRT-77305;FUN-48683;Wi-Fi;Baixa;01/04/2026 06:21;01/04/2026 20:51;4
CHM-0565666;QRT-58898;FUN-23383;TV / Controle;Média;2025-03-13;13/03/2025 09:57;4
CHM-9112362;QRT-70123;FUN-03036;Frigobar com Defeito;Alta;2025-12-12;12/12/2025 23:10;1
CHM-1129445;QRT-76575;FUN-08828;TV / Controle;Baixa;04/07/2025 21:49;05/07/2025 13:58;5
CHM-9240880;QRT-24810;FUN-10947;Hidráulica;Média;19-09-2024;20/09/2024 09:02;3
CHM-5714996;QRT-16535;FUN-65780;Hidráulica;Media;02-02-2025;02/02/2025 14:48;5
CHM-1889229;QRT-07031;FUN-81524;Wi-Fi;Média;06/07/2025 19:22;07/07/2025 03:29;2
CHM-2433691;QRT-07031;FUN-76103;Limpeza Extra;Média;18/08/2025 09:24;18/08/2025 17:41;3
CHM-3700884;QRT-25217;FUN-03036;Limpeza Extra;Média;14.03.25;15/03/2025 00:45;1
CHM-2420087;QRT-04025;FUN-16922;Ar-condicionado;Baixa;23/02/2026 10:37;23.02.26;5
CHM-9531495;QRT-76445;FUN-08828;TV / Controle;Média;14/08/2024 12:29;14-08-2024;5
CHM-5998348;QRT-81819;FUN-55799;Ar-condicionado;Alta;19-05-2025;19/05/2025 08:38;3
CHM-6475509;QRT-76281;FUN-37715;Elétrica;BAIXA;03/08/2025 20:56;04/08/2025 05:21;4
CHM-3117597;QRT-23155;FUN-22027;Hidráulica;Baixa;27.02.25;28/02/2025 16:21;3
CHM-2952186;QRT-58898;FUN-12040;Limpeza Extra;Média;15/05/2025 20:58;16/05/2025 18:12;1
CHM-7024608;QRT-00452;FUN-57664;Hidráulica;Alta;28/07/2025 11:55;2025-07-28;5
CHM-3788657;QRT-75123;FUN-34873;Hidráulica;Média;27-08-2024;2024-08-27;4
CHM-8609681;QRT-54918;FUN-29826;Fechadura Eletrônica;Média;15/06/2025 22:00;16/06/2025 00:28;4
CHM-8517333;QRT-20026;FUN-35080;Elétrica;Média;26/07/2025 13:24;26/07/2025 17:24;4
CHM-8615196;QRT-87654;FUN-02909;Elétrica;Baixa;20/11/2024 14:31;21.11.24;4
CHM-5210289;QRT-22560;FUN-15867;Fechadura Eletrônica;Média;18.10.24;18-10-2024;4
CHM-6804088;QRT-39746;FUN-74014;Fechadura Eletrônica;Alta;03/08/2024 15:02;03/08/2024 19:24;1
CHM-6318718;QRT-66092;FUN-90839;Elétrica;Alta;14/07/2025 10:36;14/07/2025 13:14;3
CHM-4137456;QRT-72908;FUN-08486;Frigobar com Defeito  ;Baixa;29/08/2025 11:16;30/08/2025 04:52;4
CHM-3138585;QRT-54116;FUN-48683;Wi-Fi;Alta;26/06/2025 11:57;26/06/2025 13:00;5
CHM-2988477;QRT-22560;FUN-15867;Elétrica;Média;12/05/2026 17:48;12/05/2026 18:49;5
CHM-6846820;QRT-87613;FUN-18700;Ar-condicionado;Média;13/07/2024 17:35;14/07/2024 06:51;3
CHM-5072836;QRT-56321;FUN-89330;Hidráulica;Média;11/09/2024 11:48;11/09/2024 15:25;5
CHM-3191604;QRT-92964;FUN-32345;Hidráulica;Alta;15/07/2025 21:30;2025-07-15;2
CHM-3563039;QRT-25905;FUN-90839;Frigobar com Defeito;Baixa;06/07/2025 10:20;06/07/2025 21:42;4
CHM-5195008;QRT-03596;FUN-08849;Limpeza Extra;Média;20/06/2026 23:59;21/06/2026 00:59;4
CHM-5561452;QRT-86536;FUN-89330;TV / Controle;Alta;13/03/2026 17:18;2026-03-13;4
CHM-5175840;QRT-47168;FUN-92311;TV / Controle;Alta;11/12/2024 18:23;11-12-2024;4
CHM-0056498;QRT-48634;FUN-23383;Elétrica;Baixa;19/12/2024 18:47;19/12/2024 23:13;4
CHM-5872019;QRT-83481;FUN-86194;Ar-condicionado;Média;16/02/2025 13:44;16/02/2025 20:25;5
CHM-1502519;QRT-58808;FUN-96354;Ar-condicionado;Alta;15/05/2025 18:11;15/05/2025 19:29;4
CHM-2085294;QRT-86876;FUN-12040;Ar-condicionado;Alta;2024-08-11;11.08.24;4
CHM-3389304;QRT-14528;FUN-78820;Ar-condicionado;Média;21/05/2026 08:36;21/05/2026 11:43;5
CHM-8902552;QRT-39368;FUN-45111;Wi-Fi;Média;26/02/2025 16:41;26/02/2025 18:36;5
CHM-5726428;QRT-15064;FUN-52793;Wi-Fi;Média;26/09/2025 15:38;26/09/2025 20:15;5
CHM-7921184;QRT-66195;FUN-09324;Elétrica;Média;05-04-2026;2026-04-05;4
CHM-4936368;QRT-31095;FUN-04670;Ar-condicionado;Baixa;17/09/2024 16:07;19/09/2024 17:13;2
CHM-1098016;QRT-08799;FUN-57664;Limpeza Extra;Média;07/02/2025 22:55;08/02/2025 02:56;5
CHM-4664613;QRT-91810;FUN-09102;Wi-Fi;Baixa;30.05.26;31/05/2026 01:30;5
CHM-4394961;QRT-11592;FUN-81524;TV / Controle;Média;30/12/2025 13:18;30/12/2025 21:29;3
CHM-6617979;QRT-46308;FUN-09102;Frigobar com Defeito;Baixa;15/09/2024 21:57;2024-09-16;5
CHM-7074225;QRT-29980;FUN-57664;Limpeza Extra;Média;2025-12-05;05.12.25;5
CHM-3659915;QRT-84972;FUN-18700;Limpeza Extra;Média;17.12.24;17/12/2024 23:41;5
CHM-0904943;QRT-39368;FUN-18700;Hidráulica;Média;01/06/2026 14:34;01-06-2026;4
CHM-2289419;QRT-27574;FUN-18700;Elétrica;Média;05/04/2025 13:44;2025-04-05;3
CHM-7648373;QRT-68610;FUN-92311;Fechadura Eletrônica;Baixa;16/12/2025 12:03;17/12/2025 11:03;5
CHM-3227084;QRT-55454;FUN-87234;Limpeza Extra;Baixa;02-03-2025;03/03/2025 04:14;4
CHM-1074069;QRT-37672;FUN-96106;Limpeza Extra;Baixa;28/12/2025 09:00;28/12/2025 19:10;5
CHM-5685282;QRT-86959;FUN-09324;Hidráulica;Média;16/07/2024 14:56;17/07/2024 06:31;3
CHM-4339655;QRT-03540;FUN-22607;Limpeza Extra;Baixa;2025-02-15;17-02-2025;2
CHM-6793646;QRT-07031;FUN-76103;Hidráulica;Média;17/06/2025 11:43;17/06/2025 14:11;5
CHM-8269986;QRT-06043;FUN-71181;Wi-Fi;Baixa;05/06/2025 06:13;05/06/2025 16:18;5
CHM-6465108;QRT-95939;FUN-71181;Elétrica;Media;19/07/2024 08:32;19.07.24;3
CHM-8975362;QRT-53432;FUN-01568;Limpeza Extra;Alta;25/01/2026 09:58;25/01/2026 13:48;2
CHM-8995148;QRT-30636;FUN-29826;Wi-Fi;Média;2025-04-20;20-04-2025;1
CHM-4008539;QRT-68610;FUN-12040;Wi-Fi;Alta;26/05/2025 20:47;26/05/2025 22:46;4
CHM-1409167;QRT-51483;FUN-36473;Hidráulica;Baixa;04/07/2025 08:06;04-07-2025;3
CHM-0161605;QRT-98284;FUN-57664;Limpeza Extra;Baixa;22-04-2026;22/04/2026 14:14;5
CHM-7555857;QRT-75121;FUN-48683;Hidráulica;Alta;27/06/2026 13:45;27/06/2026 14:31;5
CHM-7753871;QRT-75780;FUN-34873;TV / Controle;Média;01.08.25;02/08/2025 04:05;5
CHM-7855560;QRT-87593;FUN-73856;Fechadura Eletrônica;Média;2025-01-20;20/01/2025 17:32;5
CHM-6189676;QRT-17482;FUN-25313;Wi-Fi;Média;13-11-2025;13/11/2025 17:25;5
CHM-4381367;QRT-37220;FUN-64047;Wi-Fi;Média;29.08.25;30/08/2025 02:18;5
CHM-6361612;QRT-17820;FUN-34079;Elétrica;alta;30/04/2025 17:54;30/04/2025 20:21;3
CHM-5126933;QRT-20055;FUN-19473;TV / Controle;Média;11/11/2024 14:54;12/11/2024 18:24;2
CHM-1674282;QRT-91810;FUN-90839;Hidráulica;alta;17.07.25;2025-07-18;4
CHM-7344286;QRT-55333;FUN-92311;ar-condicionado;Média;03.05.25;03/05/2025 21:03;5
CHM-3445142;QRT-42497;FUN-69104;TV / Controle;Alta;27.11.24;27-11-2024;4
CHM-5394351;QRT-02055;FUN-08486;TV / Controle;Média;2024-10-21;21/10/2024 21:17;4
CHM-0392094;QRT-90762;FUN-49170;Hidráulica;Média;2024-11-22;22.11.24;5
CHM-0471122;QRT-41316;FUN-52300;Limpeza Extra;Alta;08/10/2025 17:53;08/10/2025 18:16;5
CHM-2902475;QRT-53914;FUN-78820;Hidráulica;Média;22/02/2025 21:07;23/02/2025 00:47;4
CHM-6838900;QRT-89068;FUN-10947;Ar-condicionado;P3;23.03.26;24/03/2026 16:53;5
CHM-0326642;QRT-73232;FUN-88121;Wi-Fi;Média;20/05/2026 21:51;2026-05-20;4
CHM-0690662;QRT-60979;FUN-52300;Fechadura Eletrônica;baixa;27/11/2025 16:42;27/11/2025 19:45;5
CHM-1673753;QRT-39312;FUN-12576;Elétrica;Média;04/02/2026 16:19;2026-02-05;2
CHM-9414784;QRT-82431;FUN-37715;TV / Controle;Média;14/10/2025 17:12;14/10/2025 20:42;5
CHM-1435248;QRT-13534;FUN-50800;TV / Controle;Média;14/11/2024 11:36;14/11/2024 13:45;5
CHM-3507551;QRT-92321;FUN-71181;Limpeza Extra;ALTA;07/11/2024 11:26;07/11/2024 12:26;5
CHM-7770444;QRT-37102;FUN-66580;Ar-condicionado;Média;07-09-2024;08/09/2024 00:50;3
CHM-3308965;QRT-37204;FUN-69727;HIDRÁULICA;Média;02-10-2025;02/10/2025 09:28;4
CHM-2901022;QRT-04542;FUN-69104;Ar-condicionado;Baixa;2026-05-25;27/05/2026 04:18;2
CHM-7985101;QRT-51590;FUN-05739;Limpeza Extra;Alta;01/06/2025 08:24;2025-06-01;3
CHM-4198034;QRT-79165;FUN-69727;Elétrica;Média;20/05/2026 09:26;20/05/2026 14:14;5
CHM-5802564;QRT-04025;FUN-67710;Limpeza  Extra;Média;25-07-2024;25/07/2024 16:24;5
CHM-4837153;QRT-54918;FUN-48683;Ar-condicionado;Baixa;30/03/2025 19:09;2025-04-01;3
CHM-5798199;QRT-66932;FUN-34079;Ar-condicionado;P1;24/10/2024 09:36;24/10/2024 10:33;5
CHM-6973327;QRT-59474;FUN-52300;Ar-condicionado;Baixa;13/12/2025 14:57;15/12/2025 01:18;3
CHM-8239529;QRT-09395;FUN-43763;Fechadura Eletrônica;Alta;23/04/2025 09:07;23-04-2025;5
CHM-2366066;QRT-44318;FUN-34873;TV / Controle;Média;28.07.25;28/07/2025 20:17;4
CHM-2755133;QRT-97434;FUN-37715;Limpeza Extra;P2;04/10/2025 08:34;04/10/2025 10:37;3
CHM-3713590;QRT-94431;FUN-64755;Hidráulica;Baixa;07/08/2024 16:14;2024-08-08;5
CHM-3783491;QRT-01562;FUN-86194;Hidráulica;Baixa;13/09/2025 09:27;14/09/2025 12:56;3
CHM-6976555;QRT-60540;FUN-64047;Hidráulica;Média;07/02/2025 10:58;2025-02-07;5
CHM-1998581;QRT-63645;FUN-49170;Hidráulica;Média;12/12/2025 22:08;13/12/2025 03:09;5
CHM-2068299;QRT-39312;FUN-74014;ar-condicionado;Média;01.05.26;02.05.26;4
CHM-7260905;QRT-45132;FUN-48159;Wi-Fi;Baixa;2026-02-03;05/02/2026 03:39;2
CHM-7048470;QRT-43330;FUN-50800;Wi-Fi;Média;10/11/2025 12:05;10/11/2025 15:21;3
CHM-0186378;QRT-66083;FUN-71493;Wi-Fi;Média;14/06/2025 13:01;14/06/2025 18:29;3
CHM-1484791;QRT-45132;FUN-92311;Wi-Fi;Média;12/08/2024 16:40;13/08/2024 03:20;2
CHM-4527571;QRT-60661;FUN-10947;Hidráulica;Alta;10/04/2026 11:30;10/04/2026 12:30;5
CHM-6651461;QRT-26716;FUN-69104;Elétrica;Média;2025-01-23;23/01/2025 21:50;4
CHM-2979778;QRT-47759;FUN-89330; Limpeza Extra;Baixa;29/11/2025 12:39;2025-11-29;4
CHM-9827466;QRT-75043;FUN-39946;Ar-condicionado;Média;11-09-2025;11/09/2025 14:31;3
CHM-6442745;QRT-31042;FUN-08109;TV / Controle;Alta;27/03/2025 17:40;27/03/2025 19:10;5
CHM-5045131;QRT-29393;FUN-66580;Wi-Fi;Baixa;12/10/2024 22:53;2024-10-13;3
CHM-1038260;QRT-45866;FUN-48683;Limpeza Extra;Baixa;31/07/2024 16:30;01-08-2024;1
CHM-8976491;QRT-58511;FUN-73856;Hidráulica;Baixa;23/03/2025 10:53;23/03/2025 21:31;5
CHM-0250450;QRT-92177;FUN-88121;Elétrica;Baixa;25/03/2026 19:49;26/03/2026 00:38;4
CHM-9479756;QRT-81933;FUN-03036;Ar-condicionado;Baixa;22/01/2025 23:13;23/01/2025 09:04;5
CHM-2478967;QRT-23155;FUN-22027;Elétrica;Alta;25/03/2025 21:30;25/03/2025 23:46;1
CHM-6113686;QRT-17861;FUN-74014;Hidráulica;Alta;22/09/2024 23:22;2024-09-23;1
CHM-3064787;QRT-74691;FUN-49170;Ar-condicionado;Baixa;2024-10-12;13/10/2024 20:49;2
CHM-8445045;QRT-54048;FUN-35080;Hidráulica;Alta;06.04.25;06/04/2025 14:40;1
CHM-3192048;QRT-46308;FUN-82886;TV / Controle;Alta;26/04/2026 16:15;26.04.26;4
CHM-3262299;QRT-72107;FUN-10947;Ar-condicionado;Média;16.10.24;17/10/2024 02:20;2
CHM-2454513;QRT-02862;FUN-09102;TV / Controle;Média;29.08.25;29/08/2025 17:56;1
CHM-2633028;QRT-86876;FUN-28577;Ar-condicionado;Média;15/06/2026 12:49;15/06/2026 17:05;5
CHM-5515708;QRT-89068;FUN-12576;Limpeza Extra;Média;12/08/2025 12:25;12/08/2025 13:13;5
CHM-1087885;QRT-56455;FUN-86194;Wi-Fi;Baixa;13/12/2025 07:02;13/12/2025 17:48;3
CHM-8293486;QRT-11654;FUN-22607;Fechadura Eletrônica;Média;21/10/2025 22:19;22/10/2025 02:33;4
CHM-7862626;QRT-47759;FUN-23361;Frigobar com Defeito;Média;16/02/2026 11:20;16/02/2026 13:03;5
CHM-4018782;QRT-75043;FUN-37715;Wi-Fi;Baixa;04/11/2025 15:44;05/11/2025 03:54;5
CHM-0904371;QRT-11592;FUN-89330;Ar-condicionado;Alta;28/08/2025 16:30;28.08.25;5
CHM-5155846;QRT-16535;FUN-86194;Hidráulica;Alta;02/08/2024 23:06;03/08/2024 00:28;4
CHM-0716830;QRT-90947;FUN-39946;Hidráulica;Baixa;2026-05-20;21/05/2026 04:42;4
CHM-0773571;QRT-43330;FUN-15867;TV / Controle;Media;28/08/2024 19:12;28/08/2024 22:53;5
CHM-2973272;QRT-02862;FUN-09324;Limpeza Extra;Média;27/09/2025 09:03;27/09/2025 11:13;3
CHM-0674268;QRT-03369;FUN-52793;Ar-condicionado;Baixa;13/12/2024 06:36;2024-12-13;3
CHM-0760413;QRT-28212;FUN-05739;Ar-condicionado;Baixa;01/05/2025 22:03;02/05/2025 03:00;4
CHM-5402492;QRT-75780;FUN-34873;Limpeza Extra;Média;08/04/2025 15:07;08/04/2025 18:24;4
CHM-6441134;QRT-38689;FUN-48159;Elétrica;Média;17/12/2024 10:45;17/12/2024 16:09;5
CHM-7285664;QRT-62407;FUN-22607;TV / Controle;Baixa;03/12/2025 16:51;04-12-2025;5
CHM-2498855;QRT-28485;FUN-47371;Frigobar com Defeito;Média;17-04-2026;17-04-2026;4
CHM-0952076;QRT-95201;FUN-15867;Ar-condicionado;Baixa;16/01/2026 23:34;17/01/2026 12:59;5
CHM-9919059;QRT-32164;FUN-83865;Elétrica;Média;2025-09-18;18/09/2025 18:03;2
CHM-9810402;QRT-42819;FUN-22027;TV / Controle;Baixa;2026-02-03;04/02/2026 07:51;5
CHM-0693708;QRT-72363;FUN-57664;Ar-condicionado;Alta;09-06-2026;09/06/2026 17:26;5
CHM-8252370;QRT-00699;FUN-32345;Wi-Fi;Alta;07/02/2025 08:36;07/02/2025 09:58;5
CHM-6793995;QRT-46794;FUN-05739;Hidráulica;Média;27/01/2025 12:51;27-01-2025;5
CHM-7236629;QRT-31095;FUN-04670;Frigobar com Defeito;Alta;23.10.24;23/10/2024 23:24;5
CHM-7138013;QRT-04443;FUN-69104;Wi-Fi;Média;25/12/2024 21:43;26/12/2024 00:05;5
CHM-3662840;QRT-82787;FUN-89330;Elétrica;Média;2024-12-18;18/12/2024 20:45;4
CHM-8159229;QRT-95201;FUN-15867;TV / Controle;Baixa;31/03/2026 09:35;01/04/2026 14:20;3
CHM-5636924;QRT-42819;FUN-96106;Limpeza Extra;Alta;19/03/2026 06:52;19/03/2026 07:46;5
CHM-9352058;QRT-76445;FUN-87234;TV / Controle;Baixa;14/05/2026 09:42;15/05/2026 09:21;5
CHM-8467921;QRT-31930;FUN-19473;Ar-condicionado;Baixa;20/08/2024 18:29;21/08/2024 21:52;2
CHM-4548534;QRT-45132;FUN-12040;Limpeza Extra;Média;30.07.25;31/07/2025 06:42;1
CHM-3132891;QRT-40975;FUN-08849;Frigobar com Defeito;Baixa;12/01/2025 11:21;12/01/2025 16:53;5
CHM-0597233;QRT-97434;FUN-52793;Wi-Fi;Baixa;28/11/2025 21:41;30/11/2025 03:54;3
CHM-4132933;QRT-04414;FUN-39946;Frigobar com Defeito;Baixa;04/06/2025 17:19;05/06/2025 21:41;1
CHM-4053001;QRT-29393;FUN-81524;Ar-condicionado;Baixa;14/02/2025 16:28;15.02.25;5
CHM-1221254;QRT-80306;FUN-18700;Ar-condicionado;Média;17-10-2025;18/10/2025 01:04;4
CHM-1701613;QRT-18531;FUN-08109;Wi-Fi;Alta;10/11/2024 06:32;2024-11-10;4
CHM-1182574;QRT-41356;FUN-52300;Limpeza Extra;Baixa;19/09/2024 14:57;20/09/2024 06:09;5
CHM-8120309;QRT-50393;FUN-96354;TV / CONTROLE;Alta;24/09/2024 10:30;2024-09-24;4
CHM-4838123;QRT-85739;FUN-37715;Ar-condicionado;Média;18/06/2026 07:06;18.06.26;5
CHM-0300689;QRT-10397;FUN-65780;Elétrica;Baixa;07/02/2025 20:57;08/02/2025 03:34;5
