Reserva_ID;Quarto_ID;Hospede_ID;Canal_Venda;Data_Reserva;Data_Checkin;Data_Checkout;Qtd_Hospedes;Diaria_Media_Cobrada;Status_Reserva
RSV-15355319;QRT-85188;HSP-117412;OTA BookNow;2024-10-28;2025-01-11;2025-01-14;1;1402,24;Check-out Realizado
RSV-36820004;QRT-85188;HSP-516037;OTA ViajaMais;2024-12-19;2025-01-18;2025-01-22;1;1025,51;Check-out Realizado
RSV-12486701;QRT-85188;HSP-279218;Site Próprio;2025-01-25;2025-01-26;2025-01-31;1;1256,63;Check-out Realizado
RSV-59798573;QRT-85188;HSP-026191;Site Próprio;2024-11-15;2025-02-01;2025-02-08;2;1468,52;Check-out Realizado
RSV-13165865;QRT-85188;HSP-809365;Balcão;2025-02-08;2025-02-08;2025-02-13;2;1845,16;Cancelada
RSV-18417771;QRT-85188;HSP-845996;Site Próprio;2025-01-13;2025-02-15;2025-02-17;3;1618,79;Check-out Realizado
RSV-73258610;QRT-85188;HSP-637475;Site Próprio;2024-12-09;2025-02-19;2025-02-22;3;1520,01;Check-out Realizado
RSV-07905524;QRT-85188;HSP-659927;OTA ViajaMais;2024-11-14;2025-02-28;2025-03-07;2;1550,33;Check-out Realizado
RSV-95537240;QRT-85188;HSP-890901;OTA ViajaMais;2024-12-10;2025-03-14;2025-03-18;1;1392,97;Check-out Realizado
RSV-24265356;QRT-85188;HSP-197076;Central Telefônica;2025-02-22;2025-03-21;2025-03-25;3;767,63;Check-out Realizado
RSV-68146989;QRT-85188;HSP-870091;OTA BookNow;2025-03-12;2025-03-25;2025-03-29;3;712,64;Check-out Realizado
RSV-03149197;QRT-85188;HSP-794793;Balcão;2025-04-01;2025-04-01;2025-04-06;2;1932,75;Check-out Realizado
RSV-73804639;QRT-85188;HSP-250358;OTA ViajaMais;2025-03-05;2025-04-09;2025-04-14;2;714,52;Check-out Realizado
RSV-50284760;QRT-85188;HSP-578186;Site Próprio;2025-03-09;2025-04-25;2025-04-29;3;635,05;Check-out Realizado
RSV-62394744;QRT-85188;HSP-318780;OTA BookNow;2025-03-20;2025-05-07;2025-05-11;2;618,29;Check-out Realizado
RSV-69049549;QRT-85188;HSP-682671;Site Próprio;2025-04-06;2025-05-23;2025-05-26;1;670,58;Check-out Realizado
RSV-93274433;QRT-85188;HSP-698651;OTA BookNow;2025-04-12;2025-06-04;2025-06-06;2;619,62;Check-out Realizado
RSV-29163880;QRT-85188;HSP-724258;Agência de Turismo;2025-03-24;2025-06-11;2025-06-15;2;873,12;Cancelada
RSV-43077601;QRT-85188;HSP-749293;OTA BookNow;2025-04-03;2025-06-22;2025-06-27;3;585,37;Check-out Realizado
RSV-95022636;QRT-85188;HSP-079713;Balcão;2025-07-02;2025-07-02;2025-07-07;3;963,51;Check-out Realizado
RSV-22593839;QRT-85188;HSP-549258;OTA ViajaMais;2025-07-04;2025-07-08;2025-07-13;2;762,0;Check-out Realizado
RSV-46249964;QRT-85188;HSP-402122;Agência de Turismo;2025-06-11;2025-07-16;2025-07-18;1;825,44;Check-out Realizado
RSV-83767162;QRT-85188;HSP-938796;Agência de Turismo;2025-03-29;2025-07-18;2025-07-25;2;1269,04;Check-out Realizado
RSV-55959880;QRT-85188;HSP-614451;Agência de Turismo;2025-02-16;2025-07-26;2025-07-29;1;1143,97;No-Show
RSV-24164939;QRT-85188;HSP-001659;Balcão;2025-08-01;2025-08-01;2025-08-08;1;726,67;Check-out Realizado
RSV-73866396;QRT-85188;HSP-406192;Balcão;2025-08-09;2025-08-09;2025-08-11;2;1090,53;Check-out Realizado
RSV-48810985;QRT-85188;HSP-072491;Site Próprio;2025-07-14;2025-08-20;2025-08-23;3;596,36;Check-out Realizado
RSV-20781943;QRT-85188;HSP-609278;Site Próprio;2025-06-05;2025-08-29;2025-09-02;1;1002,45;Check-out Realizado
RSV-43177802;QRT-85188;HSP-115485;OTA BookNow;2025-07-16;2025-09-07;2025-09-10;2;582,9;Check-out Realizado
RSV-24857004;QRT-85188;HSP-296280;OTA BookNow;2025-07-30;2025-09-12;2025-09-16;2;535,57;Cancelada
RSV-20351017;QRT-85188;HSP-958740;Central Telefônica;2025-09-06;2025-09-19;2025-09-22;2;610,23;Check-out Realizado
RSV-90752423;QRT-85188;HSP-201782;OTA BookNow;2025-09-02;2025-09-30;2025-10-04;3;621,89;Check-out Realizado
RSV-86231877;QRT-85188;HSP-555128;OTA BookNow;2025-08-11;2025-10-04;2025-10-07;2;1226,07;Check-out Realizado
RSV-40546548;QRT-85188;HSP-732861;Agência de Turismo;2025-07-04;2025-10-13;2025-10-17;3;542,91;Check-out Realizado
RSV-31381528;QRT-85188;HSP-217900;OTA BookNow;2025-08-20;2025-10-19;2025-10-26;1;1265,63;Check-out Realizado
RSV-98932810;QRT-85188;HSP-767820;OTA BookNow;2025-08-18;2025-10-31;2025-11-02;3;749,83;Check-out Realizado
RSV-07787913;QRT-85188;HSP-269552;Balcão;2025-11-07;2025-11-07;2025-11-10;1;966,47;Check-out Realizado
RSV-36688757;QRT-85188;HSP-134478;OTA BookNow;2025-07-17;2025-11-14;2025-11-17;2;688,84;Check-out Realizado
RSV-12479286;QRT-85188;HSP-932481;Balcão;2025-11-24;2025-11-24;2025-11-27;3;788,88;Check-out Realizado
RSV-13073846;QRT-85188;HSP-079713;OTA BookNow;2025-11-17;2025-12-05;2025-12-09;1;841,19;Cancelada
RSV-89641897;QRT-85188;HSP-217574;OTA BookNow;2025-08-29;2025-12-09;2025-12-11;1;909,76;Check-out Realizado
RSV-29415557;QRT-85188;HSP-250358;Central Telefônica;2025-12-09;2025-12-12;2025-12-19;3;1394,57;Check-out Realizado
RSV-73773605;QRT-85188;HSP-349869;Balcão;2025-12-21;2025-12-21;2025-12-23;2;1901,94;Check-out Realizado
RSV-71740063;QRT-85188;HSP-428572;Balcão;2025-12-23;2025-12-23;2025-12-25;3;1199,49;Check-out Realizado
RSV-14654718;QRT-85188;HSP-469579;Site Próprio;2025-11-05;2026-01-02;2026-01-06;1;1269,42;Check-out Realizado
RSV-19924531;QRT-85188;HSP-173324;OTA ViajaMais;2025-12-12;2026-01-10;2026-01-12;3;1141,77;No-Show
RSV-82400575;QRT-85188;HSP-475032;Site Próprio;2025-12-20;2026-01-14;2026-01-19;3;1169,71;Check-out Realizado
RSV-94863231;QRT-85188;HSP-279536;Site Próprio;2025-10-31;2026-01-23;2026-01-27;2;1089,02;Check-out Realizado
RSV-79727035;QRT-85188;HSP-929606;OTA BookNow;2025-12-01;2026-01-30;2026-02-04;3;1114,52;Check-out Realizado
RSV-67749743;QRT-85188;HSP-422327;Balcão;2026-02-06;2026-02-06;2026-02-09;1;1114,15;Check-out Realizado
RSV-97746408;QRT-85188;HSP-217684;OTA BookNow;2026-01-23;2026-02-14;2026-02-18;1;1023,71;Check-out Realizado
RSV-66264192;QRT-85188;HSP-924388;Site Próprio;2026-02-17;2026-02-18;2026-02-21;3;1771,46;Check-out Realizado
RSV-68349120;QRT-85188;HSP-794596;OTA BookNow;2026-02-10;2026-02-22;2026-02-27;3;1597,0;Check-out Realizado
RSV-36188150;QRT-85188;HSP-155446;OTA BookNow;2025-11-20;2026-02-28;2026-03-03;3;1484,39;Check-out Realizado
RSV-15754510;QRT-85188;HSP-014761;Agência de Turismo;2026-01-20;2026-03-07;2026-03-09;3;1153,19;Check-out Realizado
RSV-67071427;QRT-85188;HSP-665101;Balcão;2026-03-14;2026-03-14;2026-03-16;1;856,36;Check-out Realizado
RSV-73593586;QRT-85188;HSP-438139;Agência de Turismo;2026-01-10;2026-03-21;2026-03-23;1;686,44;Check-out Realizado
RSV-19243531;QRT-85188;HSP-802996;OTA ViajaMais;2026-01-08;2026-03-27;2026-03-29;2;729,64;Check-out Realizado
RSV-50431035;QRT-85188;HSP-514356;Agência de Turismo;2025-11-10;2026-04-03;2026-04-07;1;814,21;Check-out Realizado
RSV-81090765;QRT-85188;HSP-439841;Balcão;2026-04-10;2026-04-10;2026-04-17;2;707,44;Check-out Realizado
RSV-97587996;QRT-85188;HSP-942417;OTA BookNow;2026-02-23;2026-04-17;2026-04-19;1;1107,24;Cancelada
RSV-13437730;QRT-85188;HSP-517956;OTA ViajaMais;2026-04-02;2026-04-24;2026-04-27;1;823,86;Check-out Realizado
RSV-75235854;QRT-85188;HSP-857315;Site Próprio;2026-02-16;2026-04-30;2026-05-03;3;595,08;Check-out Realizado
RSV-35418637;QRT-85188;HSP-868733;OTA ViajaMais;2026-02-18;2026-05-08;2026-05-10;2;616,14;Check-out Realizado
RSV-74973968;QRT-85188;HSP-165110;OTA BookNow;2026-03-21;2026-05-12;2026-05-16;2;602,58;Check-out Realizado
RSV-17100765;QRT-85188;HSP-181548;Central Telefônica;2026-04-23;2026-05-22;2026-05-25;3;1118,81;Check-out Realizado
RSV-46453808;QRT-85188;HSP-705483;Site Próprio;2026-05-25;2026-06-01;2026-06-04;1;620,85;Check-out Realizado
RSV-31281018;QRT-85188;HSP-070446;OTA BookNow;2026-04-23;2026-06-04;2026-06-06;3;587,56;Check-out Realizado
RSV-11051762;QRT-85188;HSP-598679;Site Próprio;2026-03-30;2026-06-12;2026-06-16;1;856,11;Check-out Realizado
RSV-48455230;QRT-85188;HSP-947685;OTA BookNow;2026-04-01;2026-06-19;2026-06-24;1;529,07;Cancelada
RSV-96878616;QRT-85188;HSP-489732;Site Próprio;2026-04-22;2026-06-26;2026-06-28;1;566,99;Check-out Realizado
RSV-94725046;QRT-85188;HSP-936763;OTA ViajaMais;2026-04-07;2026-07-10;2026-07-15;1;545,81;Confirmada
RSV-25927640;QRT-85188;HSP-281962;OTA BookNow;2026-03-23;2026-07-17;2026-07-22;3;633,47;Confirmada
RSV-53464854;QRT-85188;HSP-217939;OTA BookNow;2026-05-12;2026-07-25;2026-07-28;3;628,69;Confirmada
RSV-83816442;QRT-85188;HSP-518937;Site Próprio;2026-07-14;2026-07-31;2026-08-03;1;649,34;Confirmada
RSV-32408244;QRT-85188;HSP-943124;Site Próprio;2026-05-24;2026-08-10;2026-08-14;1;533,35;Confirmada
RSV-43160428;QRT-85188;HSP-608803;Balcão;2026-08-19;2026-08-19;2026-08-23;1;1182,16;Confirmada
RSV-96472301;QRT-85188;HSP-690733;Agência de Turismo;2026-04-02;2026-08-24;2026-08-29;2;566,58;Confirmada
RSV-80118081;QRT-85188;HSP-551137;Site Próprio;2026-07-28;2026-09-04;2026-09-07;3;1016,25;Confirmada
RSV-36095358;QRT-85188;HSP-843303;Site Próprio;2026-08-19;2026-09-07;2026-09-11;1;604,77;Confirmada
RSV-50385739;QRT-85188;HSP-115680;OTA BookNow;2026-08-20;2026-09-14;2026-09-18;2;1016,0;Confirmada
RSV-75726618;QRT-85188;HSP-133592;Balcão;2026-09-25;2026-09-25;2026-09-27;2;1288,45;Confirmada
RSV-04103695;QRT-91492;HSP-440774;Site Próprio;2024-06-20;2024-07-06;2024-07-10;2;724,03;Check-out Realizado
RSV-52878486;QRT-91492;HSP-316479;Site Próprio;2024-06-26;2024-07-17;2024-07-21;1;383,61;Check-out Realizado
RSV-00387452;QRT-91492;HSP-842468;OTA BookNow;2024-04-10;2024-07-27;2024-07-29;1;432,92;Check-out Realizado
RSV-75777714;QRT-91492;HSP-007548;Site Próprio;2024-06-11;2024-08-02;2024-08-05;2;381,26;No-Show
RSV-44043613;QRT-91492;HSP-196303;OTA BookNow;2024-08-05;2024-08-16;2024-08-18;2;336,3;Cancelada
RSV-69045661;QRT-91492;HSP-114032;Central Telefônica;2024-08-27;2024-08-30;2024-09-01;2;378,69;Check-out Realizado
RSV-62316681;QRT-91492;HSP-171210;Site Próprio;2024-07-18;2024-09-07;2024-09-11;1;364,07;Check-out Realizado
RSV-76601435;QRT-91492;HSP-644516;Central Telefônica;2024-08-14;2024-09-13;2024-09-20;1;304,63;Check-out Realizado
RSV-50618084;QRT-91492;HSP-523291;OTA BookNow;2024-06-28;2024-09-24;2024-09-28;1;516,51;Check-out Realizado
RSV-55292147;QRT-91492;HSP-422327;Site Próprio;2024-07-07;2024-09-29;2024-10-02;1;563,83;Check-out Realizado
RSV-08464542;QRT-91492;HSP-151067;Agência de Turismo;2024-04-11;2024-10-05;2024-10-10;2;322,49;Check-out Realizado
RSV-12911648;QRT-91492;HSP-716565;Site Próprio;2024-08-06;2024-10-18;2024-10-22;2;396,19;Check-out Realizado
RSV-65129057;QRT-91492;HSP-897610;OTA BookNow;2024-07-15;2024-10-30;2024-11-03;2;291,36;Check-out Realizado
RSV-18671314;QRT-91492;HSP-119425;OTA ViajaMais;2024-09-21;2024-11-09;2024-11-11;1;497,02;Check-out Realizado
RSV-33686729;QRT-91492;HSP-159629;OTA BookNow;2024-07-30;2024-11-11;2024-11-15;1;367,0;Cancelada
RSV-61901304;QRT-91492;HSP-565622;OTA BookNow;2024-11-02;2024-11-22;2024-11-26;1;771,58;Check-out Realizado
RSV-45692141;QRT-91492;HSP-994804;OTA ViajaMais;2024-08-28;2024-12-02;2024-12-07;2;347,1;Check-out Realizado
RSV-96199188;QRT-91492;HSP-315500;Site Próprio;2024-10-26;2024-12-07;2024-12-10;2;822,01;Check-out Realizado
RSV-43286754;QRT-91492;HSP-987784;Site Próprio;2024-09-27;2024-12-11;2024-12-15;1;465,14;Check-out Realizado
RSV-69195926;QRT-91492;HSP-079713;OTA BookNow;2024-08-25;2024-12-15;2024-12-19;2;611,24;Check-out Realizado
RSV-68145302;QRT-91492;HSP-362204;OTA BookNow;2024-09-12;2024-12-20;2024-12-25;2;636,14;Check-out Realizado
RSV-64486830;QRT-91492;HSP-448123;Site Próprio;2024-12-13;2024-12-27;2024-12-30;2;546,79;Check-out Realizado
RSV-22498713;QRT-91492;HSP-128685;OTA BookNow;2024-09-13;2024-12-31;2025-01-04;2;793,62;Check-out Realizado
RSV-28267901;QRT-91492;HSP-729040;OTA ViajaMais;2024-11-23;2025-01-06;2025-01-10;1;759,04;Check-out Realizado
RSV-97439680;QRT-91492;HSP-645152;Agência de Turismo;2024-08-20;2025-01-11;2025-01-14;2;767,94;Check-out Realizado
RSV-08243853;QRT-91492;HSP-555128;Site Próprio;2024-10-28;2025-01-17;2025-01-22;2;505,31;Check-out Realizado
RSV-70455174;QRT-91492;HSP-164822;OTA BookNow;2024-10-03;2025-01-23;2025-01-26;2;581,77;Check-out Realizado
RSV-51501914;QRT-91492;HSP-079713;Agência de Turismo;2024-12-15;2025-01-27;2025-01-30;2;670,13;Check-out Realizado
RSV-95855676;QRT-91492;HSP-382494;OTA ViajaMais;2024-12-14;2025-02-02;2025-02-07;1;769,53;Check-out Realizado
RSV-93509694;QRT-91492;HSP-731979;OTA BookNow;2024-12-25;2025-02-08;2025-02-13;1;801,41;Check-out Realizado
RSV-60442481;QRT-91492;HSP-551845;OTA BookNow;2024-11-24;2025-02-15;2025-02-20;1;708,04;Cancelada
RSV-06037161;QRT-91492;HSP-928918;OTA BookNow;2025-02-17;2025-02-22;2025-02-25;1;748,03;Check-out Realizado
RSV-08284461;QRT-91492;HSP-264830;Balcão;2025-02-27;2025-02-27;2025-03-02;2;563,21;Check-out Realizado
RSV-58021767;QRT-91492;HSP-133922;Central Telefônica;2025-02-24;2025-03-07;2025-03-09;2;855,75;Check-out Realizado
RSV-67111080;QRT-91492;HSP-945802;Agência de Turismo;2024-10-08;2025-03-12;2025-03-16;1;467,3;Check-out Realizado
RSV-31692578;QRT-91492;HSP-397346;OTA BookNow;2024-12-14;2025-03-21;2025-03-24;1;445,57;Check-out Realizado
RSV-38831416;QRT-91492;HSP-684220;Agência de Turismo;2025-01-24;2025-03-28;2025-03-30;1;373,95;Check-out Realizado
RSV-41129865;QRT-91492;HSP-133592;Site Próprio;2025-03-05;2025-04-04;2025-04-09;1;510,31;Check-out Realizado
RSV-66938456;QRT-91492;HSP-784124;OTA ViajaMais;2025-02-16;2025-04-18;2025-04-25;1;311,05;Check-out Realizado
RSV-00782530;QRT-91492;HSP-780687;Agência de Turismo;2025-03-09;2025-04-28;2025-05-02;2;615,73;Check-out Realizado
RSV-67984360;QRT-91492;HSP-128844;Balcão;2025-05-03;2025-05-03;2025-05-06;2;619,66;Check-out Realizado
RSV-47893044;QRT-91492;HSP-858115;Central Telefônica;2025-05-09;2025-05-15;2025-05-22;1;343,76;Check-out Realizado
RSV-57183059;QRT-91492;HSP-743659;OTA BookNow;2025-04-21;2025-05-22;2025-05-26;1;325,17;Check-out Realizado
RSV-66082458;QRT-91492;HSP-106102;Site Próprio;2025-05-06;2025-05-30;2025-06-04;2;309,54;Check-out Realizado
RSV-69733222;QRT-91492;HSP-151025;OTA BookNow;2025-03-19;2025-06-09;2025-06-11;1;293,93;Cancelada
RSV-67856041;QRT-91492;HSP-777687;OTA BookNow;2025-03-03;2025-06-14;2025-06-17;1;297,48;Check-out Realizado
RSV-19142491;QRT-91492;HSP-366239;Site Próprio;2025-03-28;2025-06-25;2025-06-28;1;272,22;Check-out Realizado
RSV-69150650;QRT-91492;HSP-696965;Central Telefônica;2025-07-01;2025-07-02;2025-07-09;1;586,47;Check-out Realizado
RSV-61505257;QRT-91492;HSP-279218;Balcão;2025-07-14;2025-07-14;2025-07-19;2;414,3;Check-out Realizado
RSV-10541490;QRT-91492;HSP-401678;Site Próprio;2025-04-22;2025-07-20;2025-07-22;2;685,89;Check-out Realizado
RSV-61097179;QRT-91492;HSP-548151;OTA ViajaMais;2025-07-24;2025-07-30;2025-08-03;2;401,95;Check-out Realizado
RSV-56703394;QRT-91492;HSP-079713;OTA ViajaMais;2025-06-04;2025-08-08;2025-08-13;2;290,13;Cancelada
RSV-95623353;QRT-91492;HSP-939224;Central Telefônica;2025-07-23;2025-08-15;2025-08-18;2;329,12;Check-out Realizado
RSV-00753913;QRT-91492;HSP-570290;Central Telefônica;2025-08-08;2025-08-27;2025-09-01;2;332,17;Check-out Realizado
RSV-26508228;QRT-91492;HSP-458498;Balcão;2025-09-05;2025-09-05;2025-09-08;2;335,16;Check-out Realizado
RSV-49278826;QRT-91492;HSP-325613;Agência de Turismo;2025-03-30;2025-09-16;2025-09-23;2;283,41;Check-out Realizado
RSV-37515511;QRT-91492;HSP-430486;OTA BookNow;2025-08-18;2025-09-28;2025-09-30;1;300,93;Check-out Realizado
RSV-03996581;QRT-91492;HSP-448614;Site Próprio;2025-09-08;2025-10-06;2025-10-09;2;288,05;Check-out Realizado
RSV-12726386;QRT-91492;HSP-963493;Site Próprio;2025-09-26;2025-10-15;2025-10-17;2;440,86;Check-out Realizado
RSV-16859880;QRT-91492;HSP-631217;Site Próprio;2025-10-08;2025-10-21;2025-10-24;2;677,05;Check-out Realizado
RSV-57912070;QRT-91492;HSP-006628;Site Próprio;2025-09-22;2025-10-28;2025-11-01;1;650,77;Check-out Realizado
RSV-07730459;QRT-91492;HSP-930781;Site Próprio;2025-10-11;2025-11-03;2025-11-06;1;825,03;Check-out Realizado
RSV-03006678;QRT-91492;HSP-543176;Agência de Turismo;2025-05-23;2025-11-14;2025-11-17;2;447,82;Check-out Realizado
RSV-69419227;QRT-91492;HSP-689858;Site Próprio;2025-11-15;2025-11-20;2025-11-24;1;403,62;Check-out Realizado
RSV-37172217;QRT-91492;HSP-483131;OTA BookNow;2025-11-02;2025-11-29;2025-12-03;1;368,0;Check-out Realizado
RSV-87396720;QRT-91492;HSP-423756;Agência de Turismo;2025-10-27;2025-12-06;2025-12-09;1;520,37;Check-out Realizado
RSV-45206908;QRT-91492;HSP-932481;Site Próprio;2025-12-10;2025-12-14;2025-12-21;1;547,75;Check-out Realizado
RSV-62625579;QRT-91492;HSP-469895;Site Próprio;2025-10-13;2025-12-25;2025-12-29;1;706,88;Check-out Realizado
RSV-82106257;QRT-91492;HSP-010609;OTA BookNow;2025-12-07;2026-01-02;2026-01-04;1;892,61;Check-out Realizado
RSV-36142488;QRT-91492;HSP-217939;OTA BookNow;2025-11-18;2026-01-09;2026-01-16;1;739,65;Check-out Realizado
RSV-56047830;QRT-91492;HSP-127459;Agência de Turismo;2025-10-21;2026-01-23;2026-01-27;1;742,29;Check-out Realizado
RSV-97733324;QRT-91492;HSP-923573;Balcão;2026-01-30;2026-01-30;2026-02-03;2;620,92;Check-out Realizado
RSV-88004419;QRT-91492;HSP-587420;OTA ViajaMais;2026-01-03;2026-02-03;2026-02-07;1;504,94;Cancelada
RSV-94258241;QRT-91492;HSP-513399;OTA ViajaMais;2026-01-25;2026-02-07;2026-02-12;2;778,96;Check-out Realizado
RSV-09020752;QRT-91492;HSP-032503;OTA ViajaMais;2026-01-30;2026-02-14;2026-02-17;2;667,59;Check-out Realizado
RSV-05378521;QRT-91492;HSP-628988;OTA BookNow;2025-11-12;2026-02-20;2026-02-27;2;753,29;Check-out Realizado
RSV-93052128;QRT-91492;HSP-096283;Site Próprio;2026-02-03;2026-02-27;2026-03-03;2;849,9;Check-out Realizado
RSV-30677320;QRT-91492;HSP-832116;Site Próprio;2026-01-17;2026-03-04;2026-03-06;2;628,62;Check-out Realizado
RSV-27581223;QRT-91492;HSP-355540;Site Próprio;2025-12-29;2026-03-08;2026-03-11;1;678,27;Cancelada
RSV-81493058;QRT-91492;HSP-159629;Central Telefônica;2026-02-17;2026-03-13;2026-03-17;2;413,52;Check-out Realizado
RSV-08449743;QRT-91492;HSP-242188;Agência de Turismo;2026-01-24;2026-03-20;2026-03-25;1;382,75;Check-out Realizado
RSV-74155015;QRT-91492;HSP-154582;Site Próprio;2025-12-25;2026-03-25;2026-03-29;2;369,6;Check-out Realizado
RSV-63975825;QRT-91492;HSP-628974;OTA ViajaMais;2026-02-12;2026-04-03;2026-04-06;1;498,92;Check-out Realizado
RSV-48613329;QRT-91492;HSP-360757;Site Próprio;2026-03-22;2026-04-08;2026-04-12;1;357,15;Check-out Realizado
RSV-40571104;QRT-91492;HSP-545185;Central Telefônica;2026-03-28;2026-04-17;2026-04-21;2;429,07;Cancelada
RSV-33519943;QRT-91492;HSP-740300;Site Próprio;2026-03-05;2026-04-25;2026-05-02;2;328,48;Check-out Realizado
RSV-45433497;QRT-91492;HSP-914258;OTA BookNow;2026-04-23;2026-05-04;2026-05-08;1;558,49;Check-out Realizado
RSV-92874208;QRT-91492;HSP-442783;OTA BookNow;2026-02-12;2026-05-10;2026-05-14;1;517,6;Check-out Realizado
RSV-70922459;QRT-91492;HSP-679668;Central Telefônica;2026-05-21;2026-05-22;2026-05-24;1;397,65;Check-out Realizado
RSV-57055032;QRT-91492;HSP-551845;Site Próprio;2026-03-25;2026-06-05;2026-06-08;1;301,39;Check-out Realizado
RSV-92187820;QRT-91492;HSP-676296;Site Próprio;2026-04-03;2026-06-19;2026-06-23;2;307,37;Check-out Realizado
RSV-45431009;QRT-91492;HSP-974448;OTA BookNow;2026-03-01;2026-06-25;2026-06-27;2;285,25;Check-out Realizado
RSV-48229310;QRT-91492;HSP-902633;OTA ViajaMais;2026-04-14;2026-06-27;2026-06-30;1;512,09;Check-out Realizado
RSV-33159622;QRT-91492;HSP-618039;Agência de Turismo;2026-05-27;2026-07-06;2026-07-09;2;284,27;Confirmada
RSV-67162170;QRT-91492;HSP-716565;OTA BookNow;2026-05-26;2026-07-10;2026-07-12;1;463,88;Confirmada
RSV-08314951;QRT-91492;HSP-554393;OTA BookNow;2026-05-23;2026-07-17;2026-07-22;2;459,34;Cancelada
RSV-88851800;QRT-91492;HSP-070111;Site Próprio;2026-06-04;2026-07-26;2026-07-28;1;356,27;Confirmada
RSV-09318128;QRT-91492;HSP-401678;Balcão;2026-08-01;2026-08-01;2026-08-08;2;371,68;Confirmada
RSV-03840615;QRT-91492;HSP-380126;Site Próprio;2026-06-05;2026-08-14;2026-08-16;1;505,64;Confirmada
RSV-69764112;QRT-91492;HSP-052165;Site Próprio;2026-06-19;2026-08-21;2026-08-24;1;323,31;Confirmada
RSV-07496416;QRT-91492;HSP-700941;Agência de Turismo;2026-05-12;2026-09-04;2026-09-06;2;286,55;Cancelada
RSV-34990014;QRT-91492;HSP-083333;Site Próprio;2026-08-27;2026-09-13;2026-09-18;1;358,57;Confirmada
RSV-99097700;QRT-91492;HSP-911880;OTA BookNow;2026-06-16;2026-09-18;2026-09-21;2;514,61;Confirmada
RSV-60329561;QRT-43330;HSP-244266;OTA BookNow;2024-04-17;2024-07-05;2024-07-08;1;439,36;Check-out Realizado
RSV-25841792;QRT-43330;HSP-153776;Agência de Turismo;2024-06-18;2024-07-14;2024-07-16;1;513,19;Check-out Realizado
RSV-41896442;QRT-43330;HSP-584566;Site Próprio;2024-05-13;2024-07-19;2024-07-21;3;457,78;Check-out Realizado
RSV-30439250;QRT-43330;HSP-294724;Central Telefônica;2024-06-28;2024-07-23;2024-07-28;1;677,04;No-Show
RSV-68910001;QRT-43330;HSP-293005;Agência de Turismo;2024-03-29;2024-08-02;2024-08-07;2;597,35;Check-out Realizado
RSV-78281402;QRT-43330;HSP-139003;OTA BookNow;2024-07-11;2024-08-10;2024-08-14;2;471,07;Check-out Realizado
RSV-67956978;QRT-43330;HSP-039145;Balcão;2024-08-24;2024-08-24;2024-08-27;3;515,6;Check-out Realizado
RSV-38526386;QRT-43330;HSP-015529;Site Próprio;2024-08-12;2024-09-06;2024-09-09;1;484,99;Check-out Realizado
RSV-02462006;QRT-43330;HSP-381721;Balcão;2024-09-20;2024-09-20;2024-09-22;1;511,51;Check-out Realizado
RSV-74474974;QRT-43330;HSP-215515;Balcão;2024-09-27;2024-09-27;2024-09-30;3;617,55;Check-out Realizado
RSV-53318516;QRT-43330;HSP-469579;OTA BookNow;2024-09-15;2024-10-11;2024-10-15;2;427,51;Check-out Realizado
RSV-44911442;QRT-43330;HSP-745592;Central Telefônica;2024-10-11;2024-10-19;2024-10-21;2;472,44;Check-out Realizado
RSV-38841028;QRT-43330;HSP-923573;Agência de Turismo;2024-10-07;2024-10-26;2024-10-30;1;434,96;Check-out Realizado
RSV-24768048;QRT-43330;HSP-241967;OTA ViajaMais;2024-10-14;2024-11-08;2024-11-11;3;468,11;Check-out Realizado
RSV-04965397;QRT-43330;HSP-432959;Agência de Turismo;2024-09-19;2024-11-15;2024-11-18;1;537,4;Check-out Realizado
RSV-15572887;QRT-43330;HSP-033380;Balcão;2024-11-22;2024-11-22;2024-11-25;1;601,93;Check-out Realizado
RSV-03358271;QRT-43330;HSP-768448;OTA BookNow;2024-08-18;2024-12-02;2024-12-05;3;524,23;Check-out Realizado
RSV-57268024;QRT-43330;HSP-249774;Agência de Turismo;2024-08-31;2024-12-09;2024-12-13;1;924,67;Check-out Realizado
RSV-17132173;QRT-43330;HSP-287671;OTA BookNow;2024-11-24;2024-12-15;2024-12-19;3;1231,49;Check-out Realizado
RSV-81607477;QRT-43330;HSP-221821;Central Telefônica;2024-11-22;2024-12-20;2024-12-24;3;960,68;Check-out Realizado
RSV-20038700;QRT-43330;HSP-633814;OTA BookNow;2024-12-06;2024-12-27;2025-01-03;2;801,07;Check-out Realizado
RSV-87795093;QRT-43330;HSP-043339;OTA BookNow;2024-10-29;2025-01-03;2025-01-10;3;1079,68;Check-out Realizado
RSV-32400970;QRT-43330;HSP-101854;Site Próprio;2024-11-23;2025-01-11;2025-01-14;1;1132,06;Check-out Realizado
RSV-26398289;QRT-43330;HSP-037531;Agência de Turismo;2024-09-28;2025-01-17;2025-01-22;2;689,33;Check-out Realizado
RSV-93430215;QRT-43330;HSP-217939;Balcão;2025-01-24;2025-01-24;2025-01-29;3;994,11;Check-out Realizado
RSV-21918706;QRT-43330;HSP-125381;OTA BookNow;2024-12-09;2025-01-29;2025-02-02;3;872,18;Check-out Realizado
RSV-66433129;QRT-43330;HSP-008644;Site Próprio;2025-01-05;2025-02-07;2025-02-10;1;1006,12;Check-out Realizado
